Destination Port,Flow IAT Mean,Flow IAT Max,Bwd Packets/s,Fwd Packet Length Max,Fwd Packet Length Min,Average Packet Size,Fwd Header Length,Packet Length Variance,Total Length of Fwd Packets,Label
11986,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40909,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24670,35.33333333333333,104.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
64207,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
29705,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
63044,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37959,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25908,36.33333333333333,107.0,18348.623853211007,6.0,6.0,7.5,40,0.0,12.0,1
31634,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
64583,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16646,36.33333333333333,107.0,18348.623853211007,6.0,6.0,7.5,40,0.0,12.0,1
13598,19.666666666666664,56.0,33898.30508474576,6.0,6.0,7.5,40,0.0,12.0,1
14981,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
31,38.66666666666667,113.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
58472,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
33846,37.33333333333333,109.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
39526,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
56999,51.0,151.0,13071.8954248366,6.0,6.0,7.5,40,0.0,12.0,1
62910,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55256,48.33333333333333,143.0,13793.103448275862,6.0,6.0,7.5,40,0.0,12.0,1
30430,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
16353,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2861,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6447,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42699,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34483,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7193,16.0,46.0,41666.66666666666,6.0,6.0,7.5,40,0.0,12.0,1
51010,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
597,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
43894,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
5604,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
32924,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40523,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64245,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21825,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26204,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
54614,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8331,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11462,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
31929,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7598,42.33333333333333,125.0,15748.031496062991,6.0,6.0,7.5,40,0.0,12.0,1
43634,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53572,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39492,35.0,103.0,19047.61904761905,6.0,6.0,7.5,40,0.0,12.0,1
63589,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29275,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46988,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7242,39.33333333333333,116.0,16949.15254237288,6.0,6.0,7.5,40,0.0,12.0,1
43573,45.33333333333333,134.0,14705.882352941177,6.0,6.0,7.5,40,0.0,12.0,1
63433,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35443,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45070,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
22969,22.666666666666664,65.0,29411.76470588236,6.0,6.0,7.5,40,0.0,12.0,1
44544,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
57072,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
43724,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17943,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61771,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
25737,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53800,31.0,91.0,21505.376344086024,6.0,6.0,7.5,40,0.0,12.0,1
58187,38.66666666666667,114.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
42126,21.666666666666664,63.0,30769.230769230773,6.0,6.0,7.5,40,0.0,12.0,1
62943,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53439,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64046,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29435,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53663,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51926,23.333333333333336,68.0,28571.42857142857,6.0,6.0,7.5,40,0.0,12.0,1
26025,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55127,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
32142,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13291,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
22136,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
43517,22.333333333333336,64.0,29850.74626865672,6.0,6.0,7.5,40,0.0,12.0,1
31996,35.66666666666667,105.0,18691.58878504673,6.0,6.0,7.5,40,0.0,12.0,1
52810,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10963,21.333333333333336,61.0,31250.0,6.0,6.0,7.5,40,0.0,12.0,1
33378,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
15948,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
3816,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
23563,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36015,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55102,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38693,35.0,102.0,19047.61904761905,6.0,6.0,7.5,40,0.0,12.0,1
6209,26.666666666666664,77.0,25000.0,6.0,6.0,7.5,40,0.0,12.0,1
43078,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55019,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63627,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36731,35.0,103.0,19047.61904761905,6.0,6.0,7.5,40,0.0,12.0,1
22754,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60648,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63046,17.333333333333336,50.0,38461.53846153846,6.0,6.0,7.5,40,0.0,12.0,1
12161,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
5471,40.33333333333333,119.0,16528.92561983471,6.0,6.0,7.5,40,0.0,12.0,1
54774,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61255,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21778,33.0,97.0,20202.020202020205,6.0,6.0,7.5,40,0.0,12.0,1
45356,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
33101,37.33333333333333,110.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
18306,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
47374,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52079,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44940,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
18192,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39221,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9310,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
47396,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19693,33.333333333333336,97.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
18501,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44755,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29527,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
14213,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38778,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4769,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21342,19.333333333333336,56.0,34482.758620689645,6.0,6.0,7.5,40,0.0,12.0,1
40340,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
49997,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13320,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
27207,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23798,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2199,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53433,39.33333333333333,116.0,16949.15254237288,6.0,6.0,7.5,40,0.0,12.0,1
55204,36.66666666666667,108.0,18181.81818181818,6.0,6.0,7.5,40,0.0,12.0,1
31506,32.0,93.0,20833.33333333333,6.0,6.0,7.5,40,0.0,12.0,1
13490,34.66666666666667,102.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
46216,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
932,37.33333333333333,109.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
57091,35.33333333333333,104.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
38636,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38624,39.0,114.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
49895,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
58179,21.333333333333336,62.0,31250.0,6.0,6.0,7.5,40,0.0,12.0,1
19348,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36941,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48882,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
65386,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51147,34.33333333333333,100.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
42359,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24248,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30488,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11322,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
27225,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4895,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
52127,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13883,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19628,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46456,19.333333333333336,56.0,34482.758620689645,6.0,6.0,7.5,40,0.0,12.0,1
55849,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30730,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61508,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41118,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30758,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11161,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
38921,35.33333333333333,103.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
51348,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17983,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16796,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40313,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35968,34.33333333333333,100.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
38065,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
22563,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24293,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
20769,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63832,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48008,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8803,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50559,38.66666666666667,113.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
1188,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41579,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50447,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
33806,34.0,99.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
60901,36.0,105.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
23511,27.333333333333336,80.0,24390.243902439022,6.0,6.0,7.5,40,0.0,12.0,1
35381,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8833,18.0,51.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
60613,43.0,127.0,15503.875968992252,6.0,6.0,7.5,40,0.0,12.0,1
29731,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30038,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53975,38.0,112.0,17543.859649122805,6.0,6.0,7.5,40,0.0,12.0,1
38756,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17538,37.33333333333333,110.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
34230,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2446,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48916,17.0,49.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
30185,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39383,17.333333333333336,50.0,38461.53846153846,6.0,6.0,7.5,40,0.0,12.0,1
57374,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17157,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58694,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
42189,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63221,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29910,41.0,121.0,16260.162601626012,6.0,6.0,7.5,40,0.0,12.0,1
28812,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
15345,19.666666666666664,57.0,33898.30508474576,6.0,6.0,7.5,40,0.0,12.0,1
26296,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48461,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
10771,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
22503,35.33333333333333,104.0,18867.924528301886,6.0,6.0,7.5,40,0.0,12.0,1
65112,18.666666666666664,54.0,35714.28571428572,6.0,6.0,7.5,40,0.0,12.0,1
29638,21.0,61.0,31746.031746031746,6.0,6.0,7.5,40,0.0,12.0,1
13718,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62523,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60860,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61288,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19851,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60212,18.333333333333336,53.0,36363.63636363636,6.0,6.0,7.5,40,0.0,12.0,1
11774,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
8442,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
58063,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
29822,23.333333333333336,67.0,28571.42857142857,6.0,6.0,7.5,40,0.0,12.0,1
28982,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
5179,38.66666666666667,114.0,17241.379310344826,6.0,6.0,7.5,40,0.0,12.0,1
39409,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25391,25.0,73.0,26666.66666666667,6.0,6.0,7.5,40,0.0,12.0,1
45221,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46882,17.333333333333336,50.0,38461.53846153846,6.0,6.0,7.5,40,0.0,12.0,1
30037,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11880,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
50429,37.66666666666667,110.0,17699.115044247792,6.0,6.0,7.5,40,0.0,12.0,1
20222,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
40068,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
14615,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
32525,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9268,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45089,37.0,109.0,18018.01801801801,6.0,6.0,7.5,40,0.0,12.0,1
30812,37.33333333333333,109.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
10316,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
4726,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
55515,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17697,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41269,20.0,58.0,33333.333333333336,6.0,6.0,7.5,40,0.0,12.0,1
4658,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16637,46.66666666666667,138.0,14285.714285714286,6.0,6.0,7.5,40,0.0,12.0,1
35033,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
47418,64.66666666666667,191.0,10309.278350515464,6.0,6.0,7.5,40,0.0,12.0,1
4411,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
15083,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59648,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
54860,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48280,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
47314,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7619,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37979,37.33333333333333,110.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
4184,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34643,39.0,115.0,17094.017094017094,6.0,6.0,7.5,40,0.0,12.0,1
52658,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
65184,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
23336,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21164,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
32005,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60884,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48147,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34262,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
62317,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
54436,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
19207,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
59692,18.0,51.0,37037.03703703704,6.0,6.0,7.5,40,0.0,12.0,1
57716,34.66666666666667,102.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
26952,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36383,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
41281,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
28159,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2822,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
53252,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
31891,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
28568,58.66666666666667,174.0,11363.636363636364,6.0,6.0,7.5,40,0.0,12.0,1
26706,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
972,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25261,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
2320,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34947,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
39363,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
1999,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45467,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
534,36.0,106.0,18518.51851851852,6.0,6.0,7.5,40,0.0,12.0,1
36072,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25277,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
30937,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46858,34.0,100.0,19607.843137254906,6.0,6.0,7.5,40,0.0,12.0,1
51539,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
48803,51.66666666666667,153.0,12903.225806451614,6.0,6.0,7.5,40,0.0,12.0,1
16247,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
57946,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
681,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
6548,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
2588,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
35636,39.33333333333333,116.0,16949.15254237288,6.0,6.0,7.5,40,0.0,12.0,1
5238,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
45336,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
44599,30.333333333333336,89.0,21978.02197802197,6.0,6.0,7.5,40,0.0,12.0,1
5317,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9553,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
46348,23.0,67.0,28985.50724637681,6.0,6.0,7.5,40,0.0,12.0,1
13045,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
26149,34.66666666666667,102.0,19230.76923076923,6.0,6.0,7.5,40,0.0,12.0,1
52600,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40657,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
24805,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60713,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
7646,34.33333333333333,101.0,19417.475728155343,6.0,6.0,7.5,40,0.0,12.0,1
31674,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
11379,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
39056,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
12823,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
36003,37.33333333333333,109.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
25407,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
12425,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34581,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26382,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
31202,37.33333333333333,110.0,17857.14285714286,6.0,6.0,7.5,40,0.0,12.0,1
36314,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
34335,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
17588,33.66666666666667,99.0,19801.980198019806,6.0,6.0,7.5,40,0.0,12.0,1
56232,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40296,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9894,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40090,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
21334,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
63887,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
37512,17.0,49.0,39215.68627450981,6.0,6.0,7.5,40,0.0,12.0,1
58321,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
16397,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
31761,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26029,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
13063,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
40719,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
60743,36.33333333333333,107.0,18348.623853211007,6.0,6.0,7.5,40,0.0,12.0,1
65088,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
25767,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64753,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
9161,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
41737,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
26360,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
61634,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
64054,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
58306,1.0,1.0,0.0,6.0,6.0,9.0,40,0.0,12.0,1
51358,33.33333333333333,98.0,20000.0,6.0,6.0,7.5,40,0.0,12.0,1
